Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1013,O-66569,Montelukast,Prevents asthma & seasonal allergies.,B-9486,2023-05-12,62790,Ret,Mumbai,14,2025-11-04,327.0,Mumbai,Chennai,Pune,Ahmedabad,0,,7020.0,2023-06-23
M-1001,O-30793,Amoxicillin,Antibiotic for bacterial infections.,B-9910,2020-02-16,98690,Man,Hyderabad,23,2022-02-19,-1027.0,Hyderabad,Hyderabad,Hyderabad,Jaipur,0,,,2024-02-21
M-1009,O-89265,Cefixime,Antibiotic for respiratory and UTI infections.,B-5825,2022-02-21,78410,RMS,Mumbai,1025,2023-01-13,,Pune,Hyderabad,Chennai,Mumbai,0,,,2024-01-14
M-1008,O-72574,Dolo 650,Brand of paracetamol for pain & fever.,B-6471,2024-05-01,1520,Dis,Bangalore,28,2026-03-11,454.0,Pune,Bangalore,Hyderabad,Pune,28703,Understock,,2024-06-20
M-1014,O-26219,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5769,2023-06-06,64510,Man,Lucknow,30,2025-03-21,99.0,Kolkata,Lucknow,Lucknow,Bangalore,0,,,2024-09-08
M-1011,O-32926,Pantoprazole,Treats stomach & esophagus problems.,B-6372,2023-05-04,15470,Dis,Chennai,25,2023-12-05,-373.0,Ahmedabad,Chennai,Ahmedabad,Bangalore,47552,Understock,,2023-07-28
M-1011,O-40982,Pantoprazole,Treats stomach & esophagus problems.,B-8315,2019-12-18,31930,Ret,Pune,13,2021-03-12,-1371.0,Pune,Delhi,Hyderabad,Kolkata,0,,8660.0,2022-03-01
M-1007,O-59938,Cetirizine,Antihistamine for allergy symptoms.,B-7623,2024-11-21,2200,RMS,Kolkata,21,2025-10-10,,Delhi,Bangalore,Chennai,Kolkata,0,,,2024-12-05
M-1013,O-34803,Montelukast,Prevents asthma & seasonal allergies.,B-2908,2021-12-18,66640,Man,Bangalore,5,2024-04-05,-251.0,Hyderabad,Bangalore,Bangalore,Kolkata,0,,,2023-02-20
M-1008,O-29952,Dolo 650,Brand of paracetamol for pain & fever.,B-5904,2024-10-16,51530,RMS,Hyderabad,57,2026-10-19,,Bangalore,Delhi,Delhi,Hyderabad,0,,,2024-10-26
M-1003,O-59727,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9954,2020-10-14,30630,Dis,Chennai,9,2022-02-18,-1028.0,Kolkata,Chennai,Mumbai,Hyderabad,27905,Understock,,2022-03-23
M-1008,O-44916,Dolo 650,Brand of paracetamol for pain & fever.,B-6921,2021-09-28,21730,Man,Mumbai,15,2023-12-08,-370.0,Mumbai,Hyderabad,Mumbai,Chennai,0,,,2022-04-07
M-1013,O-82184,Montelukast,Prevents asthma & seasonal allergies.,B-4893,2020-09-24,7620,Man,Hyderabad,5,2021-08-31,-1199.0,Mumbai,Hyderabad,Hyderabad,Bangalore,0,,,2021-11-21
M-1004,O-85619,Azithromycin,Antibiotic for bacterial infections.,B-6614,2020-12-15,58420,Dis,Kolkata,25,2023-10-10,-429.0,Bangalore,Kolkata,Mumbai,Chennai,27382,Understock,,2022-06-22
M-1011,O-31545,Pantoprazole,Treats stomach & esophagus problems.,B-3249,2022-02-12,53320,Man,Delhi,16,2022-09-30,-804.0,Chennai,Mumbai,Delhi,Jaipur,0,,,2022-02-15
M-1012,O-11293,Levofloxacin,Antibiotic for bacterial infections.,B-1115,2021-10-04,28310,Man,Kolkata,10,2022-12-14,-729.0,Mumbai,Ahmedabad,Kolkata,Lucknow,0,,,2022-08-27
M-1007,O-95903,Cetirizine,Antihistamine for allergy symptoms.,B-7404,2022-10-10,9460,Man,Ahmedabad,17,2024-02-29,-287.0,Kolkata,Chennai,Ahmedabad,Jaipur,0,,,2023-12-27
M-1010,O-60743,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3222,2021-04-07,98310,Dis,Ahmedabad,23,2021-12-21,-1087.0,Pune,Ahmedabad,Pune,Kolkata,26032,Optimal,,2024-08-25
M-1002,O-64947,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6515,2023-04-30,35720,Ret,Chennai,2,2024-02-11,-305.0,Chennai,Hyderabad,Kolkata,Kolkata,0,,4220.0,2023-09-01
M-1013,O-77206,Montelukast,Prevents asthma & seasonal allergies.,B-5819,2023-02-22,3650,RMS,Ahmedabad,659,2025-04-05,,Chennai,Delhi,Ahmedabad,Ahmedabad,0,,,2024-08-24
M-1004,O-23968,Azithromycin,Antibiotic for bacterial infections.,B-7816,2023-01-10,57740,Dis,Jaipur,25,2023-12-04,-374.0,Bangalore,Jaipur,Bangalore,Pune,45506,Optimal,,2024-02-12
M-1012,O-46352,Levofloxacin,Antibiotic for bacterial infections.,B-6187,2021-01-22,47610,RMS,Chennai,1420,2023-03-01,,Mumbai,Pune,Ahmedabad,Chennai,0,,,2023-01-27
M-1007,O-75128,Cetirizine,Antihistamine for allergy symptoms.,B-7753,2021-10-05,26110,Ret,Delhi,18,2024-08-27,-107.0,Delhi,Mumbai,Delhi,Hyderabad,0,,2200.0,2023-06-13
M-1000,O-70095,Paracetamol,Relieves fever & mild to moderate pain.,B-6246,2021-08-29,32420,Ret,Kolkata,16,2024-06-27,-168.0,Kolkata,Bangalore,Kolkata,Pune,0,,7740.0,2021-10-29
M-1002,O-11184,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2250,2023-09-01,5870,Ret,Ahmedabad,17,2025-04-04,113.0,Ahmedabad,Hyderabad,Delhi,Ahmedabad,0,,6080.0,2024-11-26
M-1010,O-68724,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9462,2021-05-03,83410,RMS,Mumbai,1319,2022-05-10,,Lucknow,Kolkata,Chennai,Mumbai,0,,,2023-02-15
M-1009,O-42827,Cefixime,Antibiotic for respiratory and UTI infections.,B-8132,2020-03-03,40250,Man,Kolkata,18,2022-08-24,-841.0,Delhi,Delhi,Kolkata,Jaipur,0,,,2020-09-04
M-1007,O-44317,Cetirizine,Antihistamine for allergy symptoms.,B-5711,2021-08-11,2940,Dis,Lucknow,28,2023-06-25,-536.0,Kolkata,Lucknow,Mumbai,Jaipur,21626,Understock,,2021-09-30
M-1004,O-48417,Azithromycin,Antibiotic for bacterial infections.,B-6349,2022-10-26,78860,Man,Jaipur,4,2024-04-24,-232.0,Pune,Kolkata,Jaipur,Kolkata,0,,,2024-02-18
M-1003,O-63135,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6809,2024-06-05,114785,Man,Kolkata,2,2026-02-18,433.0,Pune,Lucknow,Kolkata,Mumbai,0,,,2024-12-06
M-1009,O-93743,Cefixime,Antibiotic for respiratory and UTI infections.,B-5972,2020-05-25,4320,Man,Kolkata,12,2021-05-13,-1309.0,Lucknow,Hyderabad,Kolkata,Chennai,0,,,2021-03-22
M-1006,O-13667,Omeprazole,Treats GERD and other stomach issues.,B-6844,2022-05-05,59592,Ret,Jaipur,13,2023-11-28,-380.0,Jaipur,Kolkata,Lucknow,Chennai,0,,4050.0,2023-01-06
M-1010,O-35794,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7921,2022-06-02,8450,Man,Pune,9,2024-02-11,-305.0,Kolkata,Bangalore,Pune,Pune,0,,,2024-04-22
M-1001,O-46044,Amoxicillin,Antibiotic for bacterial infections.,B-6719,2024-05-08,12420,RMS,Lucknow,218,2026-07-04,,Chennai,Delhi,Kolkata,Lucknow,0,,,2024-07-31
M-1005,O-94221,Metformin,Controls blood sugar in type 2 diabetes.,B-9156,2020-02-16,12570,RMS,Delhi,1761,2021-03-18,,Ahmedabad,Hyderabad,Jaipur,Delhi,0,,,2024-02-09
M-1002,O-42174,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5278,2022-11-24,23260,Dis,Chennai,22,2024-04-30,-226.0,Mumbai,Chennai,Lucknow,Jaipur,7811,Understock,,2023-05-30
M-1007,O-97895,Cetirizine,Antihistamine for allergy symptoms.,B-9096,2021-04-28,17410,RMS,Delhi,1324,2023-11-17,,Bangalore,Chennai,Delhi,Delhi,0,,,2023-11-15
M-1000,O-64758,Paracetamol,Relieves fever & mild to moderate pain.,B-6810,2020-10-17,74810,Ret,Mumbai,9,2021-04-24,-1328.0,Mumbai,Hyderabad,Jaipur,Pune,0,,1660.0,2023-03-28
M-1007,O-58747,Cetirizine,Antihistamine for allergy symptoms.,B-2662,2020-05-25,89540,Dis,Chennai,28,2022-06-10,-916.0,Hyderabad,Chennai,Delhi,Lucknow,8847,Understock,,2021-03-03
M-1006,O-23712,Omeprazole,Treats GERD and other stomach issues.,B-8965,2022-07-24,69550,Ret,Ahmedabad,29,2023-11-06,-402.0,Ahmedabad,Mumbai,Lucknow,Kolkata,0,,5320.0,2024-09-12
M-1007,O-51148,Cetirizine,Antihistamine for allergy symptoms.,B-4372,2021-09-15,18890,Dis,Hyderabad,22,2022-07-31,-865.0,Lucknow,Hyderabad,Ahmedabad,Jaipur,3830,Understock,,2022-03-30
M-1005,O-35187,Metformin,Controls blood sugar in type 2 diabetes.,B-2170,2022-05-01,80600,Dis,Pune,4,2023-01-21,-691.0,Bangalore,Pune,Ahmedabad,Jaipur,19974,Optimal,,2024-02-14
M-1005,O-78502,Metformin,Controls blood sugar in type 2 diabetes.,B-6969,2022-03-14,62766,RMS,Chennai,1004,2023-04-29,,Lucknow,Mumbai,Lucknow,Chennai,0,,,2023-04-19
M-1004,O-51925,Azithromycin,Antibiotic for bacterial infections.,B-5666,2022-11-06,39570,RMS,Hyderabad,767,2023-05-11,,Jaipur,Ahmedabad,Kolkata,Hyderabad,0,,,2023-06-17
M-1010,O-28546,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6882,2022-10-29,78000,Ret,Lucknow,22,2023-08-25,-475.0,Lucknow,Ahmedabad,Hyderabad,Ahmedabad,0,,5460.0,2024-03-18
M-1007,O-90937,Cetirizine,Antihistamine for allergy symptoms.,B-9151,2024-10-17,36720,Man,Pune,8,2026-03-10,453.0,Ahmedabad,Hyderabad,Pune,Delhi,0,,,2024-12-09
M-1010,O-51222,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6452,2020-05-29,45010,Man,Mumbai,24,2022-06-05,-921.0,Mumbai,Delhi,Mumbai,Lucknow,0,,,2024-07-30
M-1004,O-68372,Azithromycin,Antibiotic for bacterial infections.,B-9644,2021-04-02,17760,RMS,Kolkata,1350,2023-02-08,,Mumbai,Mumbai,Jaipur,Kolkata,0,,,2023-08-07
M-1013,O-38750,Montelukast,Prevents asthma & seasonal allergies.,B-7827,2022-08-12,65580,RMS,Mumbai,853,2023-03-20,,Ahmedabad,Bangalore,Mumbai,Mumbai,0,,,2022-10-28
M-1014,O-16462,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7956,2022-04-20,15070,RMS,Bangalore,967,2024-10-28,,Bangalore,Lucknow,Hyderabad,Bangalore,0,,,2022-12-24
M-1003,O-97572,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2255,2023-03-03,53620,Dis,Ahmedabad,2,2023-12-04,-374.0,Mumbai,Ahmedabad,Chennai,Pune,1580,Understock,,2023-11-12
M-1002,O-32607,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2339,2024-10-14,21590,RMS,Chennai,59,2025-06-24,,Delhi,Delhi,Ahmedabad,Chennai,0,,,2024-10-31
M-1012,O-25991,Levofloxacin,Antibiotic for bacterial infections.,B-5236,2022-01-02,18140,Ret,Delhi,10,2022-11-29,-744.0,Delhi,Lucknow,Bangalore,Delhi,0,,930.0,2024-04-02
M-1009,O-25809,Cefixime,Antibiotic for respiratory and UTI infections.,B-2834,2024-11-22,40230,Man,Bangalore,17,2026-05-25,529.0,Kolkata,Hyderabad,Bangalore,Hyderabad,0,,,2024-12-03
M-1002,O-73993,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6251,2021-10-24,71180,Ret,Kolkata,8,2023-08-29,-471.0,Kolkata,Hyderabad,Bangalore,Pune,0,,810.0,2023-02-11
M-1014,O-96180,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6275,2021-06-04,36440,Ret,Delhi,11,2023-03-27,-626.0,Delhi,Kolkata,Mumbai,Kolkata,0,,4840.0,2023-06-08
M-1005,O-58598,Metformin,Controls blood sugar in type 2 diabetes.,B-6848,2021-11-18,19060,Man,Kolkata,16,2022-10-20,-784.0,Ahmedabad,Chennai,Kolkata,Delhi,0,,,2024-07-29
M-1011,O-22565,Pantoprazole,Treats stomach & esophagus problems.,B-6365,2022-12-03,90730,Man,Lucknow,3,2023-07-18,-513.0,Jaipur,Pune,Lucknow,Mumbai,0,,,2024-10-21
M-1005,O-71360,Metformin,Controls blood sugar in type 2 diabetes.,B-6910,2021-12-31,91730,Ret,Ahmedabad,30,2022-12-28,-715.0,Ahmedabad,Bangalore,Jaipur,Ahmedabad,0,,3930.0,2023-06-13
M-1002,O-33124,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6538,2020-08-09,38760,Man,Hyderabad,30,2022-08-26,-839.0,Hyderabad,Chennai,Hyderabad,Mumbai,0,,,2020-11-03
M-1001,O-90727,Amoxicillin,Antibiotic for bacterial infections.,B-4317,2023-06-09,24388,RMS,Hyderabad,552,2024-10-14,,Mumbai,Mumbai,Pune,Hyderabad,0,,,2024-12-09
M-1004,O-87368,Azithromycin,Antibiotic for bacterial infections.,B-1899,2022-11-22,88460,Ret,Hyderabad,28,2025-04-24,133.0,Hyderabad,Pune,Ahmedabad,Lucknow,0,,8950.0,2023-11-04
M-1011,O-84559,Pantoprazole,Treats stomach & esophagus problems.,B-6092,2022-01-05,55924,Ret,Lucknow,21,2023-04-07,-615.0,Lucknow,Mumbai,Jaipur,Kolkata,0,,620.0,2022-03-28
M-1014,O-81899,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1222,2023-08-08,34529,RMS,Mumbai,492,2024-07-21,,Mumbai,Chennai,Bangalore,Mumbai,0,,,2024-03-20
M-1014,O-22990,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3306,2022-02-05,57760,Man,Jaipur,25,2024-02-18,-298.0,Bangalore,Kolkata,Jaipur,Lucknow,0,,,2024-03-10
M-1007,O-45955,Cetirizine,Antihistamine for allergy symptoms.,B-7623,2023-03-24,37430,Ret,Kolkata,17,2025-10-10,302.0,Kolkata,Jaipur,Ahmedabad,Bangalore,0,,6020.0,2024-09-18
M-1002,O-97317,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2145,2020-11-14,58040,Dis,Bangalore,26,2023-03-13,-640.0,Ahmedabad,Bangalore,Bangalore,Mumbai,29268,Understock,,2022-05-23
M-1013,O-53906,Montelukast,Prevents asthma & seasonal allergies.,B-4831,2021-12-04,72600,Dis,Pune,17,2023-06-05,-556.0,Hyderabad,Pune,Ahmedabad,Hyderabad,13288,Understock,,2023-11-15
M-1006,O-95447,Omeprazole,Treats GERD and other stomach issues.,B-5165,2021-01-04,6540,Dis,Ahmedabad,18,2021-08-04,-1226.0,Bangalore,Ahmedabad,Ahmedabad,Chennai,43298,Understock,,2024-04-16
M-1013,O-63810,Montelukast,Prevents asthma & seasonal allergies.,B-5540,2022-08-17,66650,Dis,Chennai,18,2025-07-27,227.0,Delhi,Chennai,Chennai,Kolkata,19990,Understock,,2024-09-30
M-1005,O-47405,Metformin,Controls blood sugar in type 2 diabetes.,B-3213,2024-10-09,42390,Dis,Mumbai,23,2026-09-14,641.0,Chennai,Mumbai,Lucknow,Mumbai,29671,Understock,,2024-11-07
M-1011,O-45301,Pantoprazole,Treats stomach & esophagus problems.,B-5218,2021-04-14,28750,Dis,Hyderabad,16,2023-07-02,-529.0,Lucknow,Hyderabad,Delhi,Jaipur,24038,Understock,,2023-04-23
M-1008,O-11647,Dolo 650,Brand of paracetamol for pain & fever.,B-2764,2021-06-17,38520,Man,Jaipur,8,2022-07-10,-886.0,Lucknow,Kolkata,Jaipur,Bangalore,0,,,2022-12-22
M-1005,O-21975,Metformin,Controls blood sugar in type 2 diabetes.,B-5967,2020-11-12,36110,Ret,Hyderabad,26,2022-12-21,-722.0,Hyderabad,Delhi,Lucknow,Lucknow,0,,1260.0,2024-02-24
M-1008,O-10104,Dolo 650,Brand of paracetamol for pain & fever.,B-3437,2022-12-03,32025,Ret,Chennai,17,2024-09-16,-87.0,Chennai,Pune,Pune,Delhi,0,,3050.0,2024-07-07
M-1003,O-98946,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7740,2020-06-15,46004,Man,Chennai,5,2021-10-26,-1143.0,Hyderabad,Kolkata,Chennai,Kolkata,0,,,2023-03-31
M-1008,O-92425,Dolo 650,Brand of paracetamol for pain & fever.,B-2830,2021-03-25,58550,Ret,Chennai,21,2023-09-20,-449.0,Chennai,Ahmedabad,Delhi,Hyderabad,0,,2440.0,2023-09-15
M-1012,O-43095,Levofloxacin,Antibiotic for bacterial infections.,B-2363,2024-09-23,7060,RMS,Jaipur,80,2026-02-27,,Chennai,Kolkata,Ahmedabad,Jaipur,0,,,2024-10-08
M-1007,O-15248,Cetirizine,Antihistamine for allergy symptoms.,B-3893,2024-03-08,43050,Man,Chennai,25,2024-12-28,16.0,Jaipur,Kolkata,Chennai,Lucknow,0,,,2024-04-28
M-1012,O-69692,Levofloxacin,Antibiotic for bacterial infections.,B-7311,2024-11-25,40280,Man,Ahmedabad,22,2025-09-10,272.0,Lucknow,Pune,Ahmedabad,Mumbai,0,,,2024-12-02
M-1001,O-38699,Amoxicillin,Antibiotic for bacterial infections.,B-3315,2021-02-04,44440,Man,Pune,28,2023-02-14,-667.0,Lucknow,Kolkata,Pune,Chennai,0,,,2021-12-19
M-1014,O-38184,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-8475,2021-06-11,99350,RMS,Kolkata,1280,2023-05-01,,Lucknow,Hyderabad,Bangalore,Kolkata,0,,,2023-10-17
M-1012,O-77081,Levofloxacin,Antibiotic for bacterial infections.,B-1673,2020-07-30,1870,Ret,Hyderabad,8,2023-07-24,-507.0,Hyderabad,Chennai,Ahmedabad,Hyderabad,0,,770.0,2021-03-07
M-1004,O-89069,Azithromycin,Antibiotic for bacterial infections.,B-1614,2023-05-20,3410,Ret,Bangalore,6,2024-04-19,-237.0,Bangalore,Kolkata,Jaipur,Delhi,0,,1180.0,2023-10-10
M-1010,O-71107,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3683,2023-07-23,24350,Dis,Mumbai,15,2024-10-15,-58.0,Bangalore,Mumbai,Kolkata,Lucknow,23613,Understock,,2023-12-07
M-1013,O-60385,Montelukast,Prevents asthma & seasonal allergies.,B-3527,2022-12-01,5350,Man,Kolkata,18,2025-08-10,241.0,Chennai,Jaipur,Kolkata,Jaipur,0,,,2023-08-14
M-1011,O-44887,Pantoprazole,Treats stomach & esophagus problems.,B-6544,2022-10-21,40270,Dis,Hyderabad,15,2025-05-29,168.0,Pune,Hyderabad,Pune,Pune,8307,Understock,,2023-09-11
M-1002,O-28357,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6604,2023-09-19,23130,RMS,Hyderabad,450,2024-12-16,,Delhi,Chennai,Delhi,Hyderabad,0,,,2023-10-05
M-1007,O-83031,Cetirizine,Antihistamine for allergy symptoms.,B-4230,2020-06-21,55608,Ret,Chennai,11,2022-05-02,-955.0,Chennai,Ahmedabad,Lucknow,Pune,0,,3880.0,2021-12-28
M-1014,O-73704,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3969,2021-03-16,47070,Dis,Bangalore,19,2023-08-10,-490.0,Jaipur,Bangalore,Bangalore,Hyderabad,891,Understock,,2023-11-24
M-1009,O-99705,Cefixime,Antibiotic for respiratory and UTI infections.,B-9861,2022-02-18,13980,RMS,Mumbai,1028,2023-03-01,,Ahmedabad,Hyderabad,Kolkata,Mumbai,0,,,2024-03-20
M-1013,O-97712,Montelukast,Prevents asthma & seasonal allergies.,B-1406,2024-08-26,61220,Ret,Pune,6,2027-08-15,976.0,Pune,Kolkata,Lucknow,Delhi,0,,8620.0,2024-10-08
M-1002,O-26565,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6090,2023-08-09,61390,Man,Hyderabad,6,2024-11-03,-39.0,Jaipur,Ahmedabad,Hyderabad,Lucknow,0,,,2024-09-25
M-1010,O-80304,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5031,2022-12-02,99570,RMS,Pune,741,2025-06-24,,Jaipur,Mumbai,Ahmedabad,Pune,0,,,2024-08-12
M-1013,O-24574,Montelukast,Prevents asthma & seasonal allergies.,B-2113,2023-09-08,88320,Dis,Pune,27,2026-06-16,551.0,Jaipur,Pune,Kolkata,Ahmedabad,9350,Understock,,2024-07-19
M-1003,O-30763,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5192,2024-05-09,40820,Ret,Bangalore,18,2027-04-21,860.0,Bangalore,Jaipur,Kolkata,Ahmedabad,0,,1840.0,2024-10-01
M-1006,O-38152,Omeprazole,Treats GERD and other stomach issues.,B-8891,2023-09-02,51850,Ret,Delhi,29,2025-07-25,225.0,Delhi,Delhi,Delhi,Delhi,0,,2430.0,2024-08-23
M-1012,O-92892,Levofloxacin,Antibiotic for bacterial infections.,B-3096,2020-04-24,55930,Dis,Delhi,19,2023-04-10,-612.0,Kolkata,Delhi,Bangalore,Bangalore,16892,Understock,,2024-07-03
M-1010,O-50263,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6343,2021-12-18,69600,Man,Chennai,14,2023-04-30,-592.0,Ahmedabad,Kolkata,Chennai,Kolkata,0,,,2022-02-13
M-1012,O-93354,Levofloxacin,Antibiotic for bacterial infections.,B-7054,2022-11-13,33180,Dis,Delhi,25,2024-09-01,-102.0,Lucknow,Delhi,Mumbai,Jaipur,32597,Understock,,2024-08-12
M-1007,O-94468,Cetirizine,Antihistamine for allergy symptoms.,B-2444,2024-05-01,88890,Ret,Bangalore,15,2025-06-24,194.0,Bangalore,Chennai,Mumbai,Pune,0,,3770.0,2024-11-09
M-1008,O-21563,Dolo 650,Brand of paracetamol for pain & fever.,B-4952,2022-08-19,86120,Ret,Mumbai,22,2024-02-21,-295.0,Mumbai,Pune,Mumbai,Kolkata,0,,9840.0,2022-10-06
M-1003,O-23770,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9435,2021-07-28,129480,RMS,Delhi,1233,2024-06-29,,Chennai,Hyderabad,Hyderabad,Delhi,0,,,2024-12-09
M-1007,O-79156,Cetirizine,Antihistamine for allergy symptoms.,B-5139,2020-03-10,57240,Dis,Kolkata,10,2020-12-22,-1451.0,Kolkata,Kolkata,Hyderabad,Delhi,19068,Understock,,2022-05-06
M-1007,O-17289,Cetirizine,Antihistamine for allergy symptoms.,B-4422,2022-11-29,93280,Ret,Lucknow,4,2025-04-18,127.0,Lucknow,Bangalore,Pune,Chennai,0,,2820.0,2024-09-14
M-1006,O-32585,Omeprazole,Treats GERD and other stomach issues.,B-5305,2021-03-31,57680,RMS,Mumbai,1352,2023-04-21,,Jaipur,Bangalore,Delhi,Mumbai,0,,,2021-04-04
M-1000,O-19228,Paracetamol,Relieves fever & mild to moderate pain.,B-1635,2020-01-17,117900,RMS,Kolkata,1791,2022-08-19,,Chennai,Chennai,Delhi,Kolkata,0,,,2022-02-08
M-1003,O-38078,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1697,2022-04-16,65760,Dis,Bangalore,29,2024-04-06,-250.0,Jaipur,Bangalore,Delhi,Hyderabad,28894,Understock,,2022-06-04
M-1010,O-81062,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3470,2023-05-22,79180,RMS,Kolkata,570,2025-01-24,,Mumbai,Chennai,Lucknow,Kolkata,0,,,2024-12-06
M-1000,O-92302,Paracetamol,Relieves fever & mild to moderate pain.,B-8644,2020-07-16,45130,Ret,Lucknow,10,2021-04-30,-1322.0,Lucknow,Pune,Mumbai,Lucknow,0,,1960.0,2024-03-10
M-1002,O-56274,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3668,2020-08-30,16150,RMS,Bangalore,1565,2021-08-29,,Jaipur,Hyderabad,Kolkata,Bangalore,0,,,2024-11-28
M-1005,O-73459,Metformin,Controls blood sugar in type 2 diabetes.,B-1998,2024-06-04,67640,Man,Ahmedabad,8,2025-08-09,240.0,Mumbai,Jaipur,Ahmedabad,Pune,0,,,2024-07-28
M-1012,O-89319,Levofloxacin,Antibiotic for bacterial infections.,B-5660,2021-07-19,42080,Ret,Lucknow,28,2022-09-12,-822.0,Lucknow,Lucknow,Bangalore,Delhi,0,,5010.0,2023-02-18
M-1009,O-97849,Cefixime,Antibiotic for respiratory and UTI infections.,B-3013,2024-06-08,8112,Ret,Jaipur,30,2026-10-31,688.0,Jaipur,Pune,Mumbai,Kolkata,0,,7550.0,2024-11-07
M-1013,O-85244,Montelukast,Prevents asthma & seasonal allergies.,B-4626,2021-04-23,25932,Dis,Bangalore,2,2022-07-26,-870.0,Pune,Bangalore,Jaipur,Lucknow,49461,Understock,,2023-07-04
M-1013,O-16975,Montelukast,Prevents asthma & seasonal allergies.,B-9328,2024-08-01,48010,RMS,Pune,133,2026-05-23,,Chennai,Chennai,Hyderabad,Pune,0,,,2024-11-07
M-1013,O-24724,Montelukast,Prevents asthma & seasonal allergies.,B-6719,2023-11-03,29380,Ret,Kolkata,15,2026-08-04,600.0,Kolkata,Ahmedabad,Mumbai,Hyderabad,0,,5650.0,2024-03-10
M-1003,O-46977,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1320,2024-05-15,73150,RMS,Chennai,211,2025-10-11,,Kolkata,Kolkata,Mumbai,Chennai,0,,,2024-07-19
M-1009,O-46578,Cefixime,Antibiotic for respiratory and UTI infections.,B-6496,2022-04-12,64020,RMS,Pune,975,2022-12-20,,Mumbai,Lucknow,Mumbai,Pune,0,,,2022-12-29
M-1002,O-74350,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2420,2024-09-28,14640,RMS,Chennai,75,2027-05-04,,Kolkata,Delhi,Chennai,Chennai,0,,,2024-11-30
M-1006,O-91239,Omeprazole,Treats GERD and other stomach issues.,B-3352,2022-04-13,77370,Dis,Lucknow,12,2024-04-08,-248.0,Bangalore,Lucknow,Jaipur,Lucknow,18980,Understock,,2022-05-19
M-1012,O-39171,Levofloxacin,Antibiotic for bacterial infections.,B-5954,2023-03-18,34170,Man,Pune,4,2024-07-17,-148.0,Jaipur,Chennai,Pune,Hyderabad,0,,,2024-08-11
M-1000,O-97585,Paracetamol,Relieves fever & mild to moderate pain.,B-1239,2020-03-31,83610,RMS,Jaipur,1717,2021-09-19,,Pune,Lucknow,Lucknow,Jaipur,0,,,2020-10-25
M-1001,O-39053,Amoxicillin,Antibiotic for bacterial infections.,B-5176,2020-09-10,73340,Dis,Pune,24,2021-11-29,-1109.0,Hyderabad,Pune,Pune,Lucknow,9343,Understock,,2022-07-18
M-1003,O-45690,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5584,2020-07-09,23387,RMS,Bangalore,1617,2022-09-09,,Bangalore,Hyderabad,Lucknow,Bangalore,0,,,2023-08-04
M-1011,O-76658,Pantoprazole,Treats stomach & esophagus problems.,B-9272,2021-11-26,4590,Man,Bangalore,28,2024-09-01,-102.0,Ahmedabad,Chennai,Bangalore,Chennai,0,,,2023-08-23
M-1010,O-69623,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3416,2023-06-16,97460,RMS,Chennai,545,2026-05-20,,Mumbai,Jaipur,Jaipur,Chennai,0,,,2024-02-16
