Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Predicted Expiry Waste,Anomaly Score,Lead Time,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1014,O-58898,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4161,2024-03-11,57280,Dis,Jaipur,13,2025-11-09,332.0,Jaipur,RET-10,Jaipur,DIS-5,Jaipur,MAN-4,Delhi,RMS-9,7838,Understock,0.0,2024-09-10,49442,23.60843373493976,0.0,183,13,0,0.0,49442,183,RMS-9,MAN-4,DIS-5,RET-10
M-1012,O-30199,Levofloxacin,Antibiotic for bacterial infections.,B-8943,2023-06-08,82010,Dis,Chennai,4,2025-05-15,154.0,Chennai,RET-8,Chennai,DIS-9,Ahmedabad,MAN-7,Bangalore,RMS-3,30410,Optimal,0.0,2023-12-26,51600,197.46753246753246,0.0,201,4,20410,0.0,51600,201,RMS-3,MAN-7,DIS-9,RET-8
M-1000,O-75761,Paracetamol,Relieves fever & mild to moderate pain.,B-9183,2022-09-06,85210,RMS,Pune,828,2024-01-14,0.0,Ahmedabad,RET-1,Ahmedabad,DIS-7,Pune,MAN-3,Pune,RMS-7,0,0,0.0,2024-05-20,85210,0.0,0.0,622,828,0,0.0,85210,622,RMS-7,MAN-3,DIS-7,RET-1
M-1004,O-92412,Azithromycin,Antibiotic for bacterial infections.,B-7890,2024-04-01,27240,Dis,Bangalore,19,2026-10-30,687.0,Lucknow,RET-5,Bangalore,DIS-10,Pune,MAN-3,Ahmedabad,RMS-8,25826,Understock,0.0,2024-09-22,1414,37.5924308588064,0.0,174,19,15826,0.0,1414,174,RMS-8,MAN-3,DIS-10,RET-5
M-1005,O-29077,Metformin,Controls blood sugar in type 2 diabetes.,B-2697,2022-09-01,35720,RMS,Jaipur,833,2023-08-22,0.0,Jaipur,RET-10,Delhi,DIS-4,Pune,MAN-3,Jaipur,RMS-2,0,0,0.0,2024-06-11,35720,0.0,0.0,649,833,0,0.0,35720,649,RMS-2,MAN-3,DIS-4,RET-10
M-1012,O-79348,Levofloxacin,Antibiotic for bacterial infections.,B-9268,2020-04-22,76470,RMS,Kolkata,1695,2021-06-28,0.0,Mumbai,RET-9,Jaipur,DIS-5,Pune,MAN-3,Kolkata,RMS-10,0,0,0.0,2021-08-09,76470,0.0,0.0,474,1695,0,0.0,76470,474,RMS-10,MAN-3,DIS-5,RET-9
M-1006,O-88459,Omeprazole,Treats GERD and other stomach issues.,B-5262,2020-12-16,97870,RMS,Lucknow,1457,2023-08-24,0.0,Lucknow,RET-5,Bangalore,DIS-10,Jaipur,MAN-4,Lucknow,RMS-5,0,0,0.0,2023-01-11,97870,0.0,0.0,756,1457,0,0.0,97870,756,RMS-5,MAN-4,DIS-10,RET-5
M-1012,O-98069,Levofloxacin,Antibiotic for bacterial infections.,B-3137,2022-05-10,14960,Dis,Jaipur,8,2023-01-02,-710.0,Kolkata,RET-6,Jaipur,DIS-5,Mumbai,MAN-8,Pune,RMS-7,2969,Understock,0.0,2024-03-20,11991,-4.18169014084507,0.0,680,8,0,0.0,11991,680,RMS-7,MAN-8,DIS-5,RET-6
M-1008,O-79525,Dolo 650,Brand of paracetamol for pain & fever.,B-7753,2024-03-05,95150,Man,Pune,27,2026-02-07,422.0,Chennai,RET-8,Pune,DIS-6,Pune,MAN-3,Pune,RMS-7,0,0,0.0,2024-09-07,95150,0.0,0.0,186,27,0,0.0,95150,186,RMS-7,MAN-3,DIS-6,RET-8
M-1009,O-21022,Cefixime,Antibiotic for respiratory and UTI infections.,B-8627,2024-08-13,70840,Man,Chennai,4,2026-01-03,387.0,Ahmedabad,RET-1,Jaipur,DIS-5,Chennai,MAN-5,Hyderabad,RMS-4,0,0,0.0,2024-11-01,70840,0.0,0.0,80,4,0,0.0,70840,80,RMS-4,MAN-5,DIS-5,RET-1
M-1006,O-41049,Omeprazole,Treats GERD and other stomach issues.,B-1421,2024-03-03,52920,RMS,Ahmedabad,284,2025-03-06,0.0,Ahmedabad,RET-1,Pune,DIS-6,Hyderabad,MAN-6,Ahmedabad,RMS-8,0,0,0.0,2024-05-28,52920,0.0,0.0,86,284,0,0.0,52920,86,RMS-8,MAN-6,DIS-6,RET-1
M-1004,O-73348,Azithromycin,Antibiotic for bacterial infections.,B-8166,2022-07-29,38050,RMS,Jaipur,867,2024-05-24,0.0,Delhi,RET-7,Jaipur,DIS-5,Mumbai,MAN-8,Jaipur,RMS-2,0,0,0.0,2023-10-08,38050,0.0,0.0,436,867,0,0.0,38050,436,RMS-2,MAN-8,DIS-5,RET-7
M-1003,O-80671,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5391,2023-02-24,33220,Man,Delhi,18,2025-07-28,228.0,Jaipur,RET-10,Pune,DIS-6,Delhi,MAN-2,Delhi,RMS-9,0,0,0.0,2024-05-04,33220,0.0,0.0,435,18,0,0.0,33220,435,RMS-9,MAN-2,DIS-6,RET-10
M-1011,O-61505,Pantoprazole,Treats stomach & esophagus problems.,B-6261,2020-07-09,41100,Ret,Jaipur,8,2021-01-22,-1420.0,Jaipur,RET-10,Ahmedabad,DIS-7,Mumbai,MAN-8,Chennai,RMS-1,0,0,3710.0,2023-05-28,41100,-0.0,0.0902676399026764,1053,8,0,-15730.99730458221,41100,1053,RMS-1,MAN-8,DIS-7,RET-10
M-1007,O-80487,Cetirizine,Antihistamine for allergy symptoms.,B-1823,2022-02-20,4760,Ret,Delhi,2,2023-08-14,-486.0,Delhi,RET-7,Hyderabad,DIS-8,Delhi,MAN-2,Kolkata,RMS-10,0,0,3790.0,2023-01-21,4760,-0.0,0.7962184873949579,335,2,0,-610.3852242744063,4760,335,RMS-10,MAN-2,DIS-8,RET-7
M-1003,O-70052,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7083,2023-02-10,43090,RMS,Mumbai,671,2024-04-09,0.0,Chennai,RET-8,Hyderabad,DIS-8,Pune,MAN-3,Mumbai,RMS-6,0,0,0.0,2024-09-22,43090,0.0,0.0,590,671,0,0.0,43090,590,RMS-6,MAN-3,DIS-8,RET-8
M-1008,O-45354,Dolo 650,Brand of paracetamol for pain & fever.,B-6921,2021-12-04,16650,Dis,Kolkata,3,2023-12-08,-370.0,Pune,RET-4,Kolkata,DIS-1,Jaipur,MAN-4,Chennai,RMS-1,5146,Understock,0.0,2023-08-26,11504,-13.908108108108108,0.0,630,3,0,0.0,11504,630,RMS-1,MAN-4,DIS-1,RET-4
M-1000,O-65475,Paracetamol,Relieves fever & mild to moderate pain.,B-1231,2021-09-02,35320,RMS,Jaipur,1197,2024-05-06,0.0,Chennai,RET-8,Lucknow,DIS-3,Jaipur,MAN-4,Jaipur,RMS-2,0,0,0.0,2024-05-31,35320,0.0,0.0,1002,1197,0,0.0,35320,1002,RMS-2,MAN-4,DIS-3,RET-8
M-1001,O-27659,Amoxicillin,Antibiotic for bacterial infections.,B-1198,2022-05-31,27230,Dis,Ahmedabad,5,2023-07-02,-529.0,Jaipur,RET-10,Ahmedabad,DIS-7,Hyderabad,MAN-6,Kolkata,RMS-10,14929,Understock,0.0,2023-07-03,12301,-28.22117202268431,0.0,398,5,4929,0.0,12301,398,RMS-10,MAN-6,DIS-7,RET-10
M-1007,O-33996,Cetirizine,Antihistamine for allergy symptoms.,B-3224,2023-09-29,48210,Man,Bangalore,23,2025-11-14,337.0,Lucknow,RET-5,Delhi,DIS-4,Bangalore,MAN-1,Hyderabad,RMS-4,0,0,0.0,2023-10-24,48210,0.0,0.0,25,23,0,0.0,48210,25,RMS-4,MAN-1,DIS-4,RET-5
M-1014,O-70389,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4556,2020-04-26,79470,Dis,Lucknow,21,2022-11-14,-759.0,Ahmedabad,RET-1,Lucknow,DIS-3,Bangalore,MAN-1,Lucknow,RMS-5,14003,Understock,0.0,2020-09-25,65467,-18.44927536231884,0.0,152,21,4003,0.0,65467,152,RMS-5,MAN-1,DIS-3,RET-1
M-1007,O-83747,Cetirizine,Antihistamine for allergy symptoms.,B-8652,2023-08-30,23320,RMS,Kolkata,470,2025-10-31,0.0,Chennai,RET-8,Chennai,DIS-9,Delhi,MAN-2,Kolkata,RMS-10,0,0,0.0,2023-12-15,23320,0.0,0.0,107,470,0,0.0,23320,107,RMS-10,MAN-2,DIS-9,RET-8
M-1014,O-27750,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5206,2022-09-21,94350,RMS,Delhi,813,2025-01-05,0.0,Chennai,RET-8,Delhi,DIS-4,Delhi,MAN-2,Delhi,RMS-9,0,0,0.0,2023-11-07,94350,0.0,0.0,412,813,0,0.0,94350,412,RMS-9,MAN-2,DIS-4,RET-8
M-1008,O-16423,Dolo 650,Brand of paracetamol for pain & fever.,B-7763,2022-04-11,30570,Man,Kolkata,18,2023-12-04,-374.0,Kolkata,RET-6,Lucknow,DIS-3,Kolkata,MAN-9,Pune,RMS-7,0,0,0.0,2022-04-13,30570,-0.0,0.0,2,18,0,0.0,30570,2,RMS-7,MAN-9,DIS-3,RET-6
M-1008,O-15210,Dolo 650,Brand of paracetamol for pain & fever.,B-5719,2021-05-22,89430,Ret,Chennai,21,2022-01-21,-1056.0,Chennai,RET-8,Ahmedabad,DIS-7,Jaipur,MAN-4,Hyderabad,RMS-4,0,0,7920.0,2021-12-23,89430,-0.0,0.08856088560885608,215,21,0,-11924.0,89430,215,RMS-4,MAN-4,DIS-7,RET-8
M-1007,O-14801,Cetirizine,Antihistamine for allergy symptoms.,B-4264,2023-06-09,78324,Man,Mumbai,6,2026-04-06,480.0,Kolkata,RET-6,Ahmedabad,DIS-7,Mumbai,MAN-8,Jaipur,RMS-2,0,0,0.0,2024-07-18,78324,0.0,0.0,405,6,0,0.0,78324,405,RMS-2,MAN-8,DIS-7,RET-6
M-1003,O-32741,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3980,2020-05-12,62210,Ret,Delhi,19,2021-02-09,-1402.0,Delhi,RET-7,Jaipur,DIS-5,Bangalore,MAN-1,Hyderabad,RMS-4,0,0,2740.0,2024-01-30,62210,-0.0,0.04404436585757917,1358,19,0,-31831.5401459854,62210,1358,RMS-4,MAN-1,DIS-5,RET-7
M-1005,O-25905,Metformin,Controls blood sugar in type 2 diabetes.,B-2759,2023-10-10,84670,RMS,Lucknow,429,2025-04-15,0.0,Delhi,RET-7,Pune,DIS-6,Lucknow,MAN-10,Lucknow,RMS-5,0,0,0.0,2023-12-09,84670,0.0,0.0,60,429,0,0.0,84670,60,RMS-5,MAN-10,DIS-6,RET-7
M-1014,O-63630,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6893,2022-02-08,39330,Dis,Chennai,26,2024-11-24,-18.0,Mumbai,RET-9,Chennai,DIS-9,Kolkata,MAN-9,Mumbai,RMS-6,22544,Understock,0.0,2023-08-20,16786,-1252.4444444444443,0.0,558,26,12544,0.0,16786,558,RMS-6,MAN-9,DIS-9,RET-9
M-1000,O-36171,Paracetamol,Relieves fever & mild to moderate pain.,B-9150,2022-12-05,124580,Man,Bangalore,4,2025-09-14,276.0,Bangalore,RET-2,Pune,DIS-6,Bangalore,MAN-1,Ahmedabad,RMS-8,0,0,0.0,2024-03-05,124580,0.0,0.0,456,4,0,0.0,124580,456,RMS-8,MAN-1,DIS-6,RET-2
M-1004,O-60956,Azithromycin,Antibiotic for bacterial infections.,B-8596,2022-04-18,33970,Dis,Lucknow,18,2023-12-20,-358.0,Pune,RET-4,Lucknow,DIS-3,Hyderabad,MAN-6,Delhi,RMS-9,8099,Understock,0.0,2024-02-11,25871,-22.622905027932962,0.0,664,18,0,0.0,25871,664,RMS-9,MAN-6,DIS-3,RET-4
M-1005,O-86287,Metformin,Controls blood sugar in type 2 diabetes.,B-9697,2020-12-11,46980,RMS,Mumbai,1462,2022-08-24,0.0,Jaipur,RET-10,Ahmedabad,DIS-7,Mumbai,MAN-8,Mumbai,RMS-6,0,0,0.0,2022-11-03,46980,0.0,0.0,692,1462,0,0.0,46980,692,RMS-6,MAN-8,DIS-7,RET-10
M-1002,O-66168,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8056,2023-10-01,29110,Ret,Lucknow,5,2025-02-09,59.0,Lucknow,RET-5,Kolkata,DIS-1,Kolkata,MAN-9,Bangalore,RMS-3,0,0,2150.0,2023-10-24,29110,0.0,0.07385778083132943,23,5,0,798.832558139535,29110,23,RMS-3,MAN-9,DIS-1,RET-5
M-1010,O-48050,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5011,2023-02-25,78190,Man,Chennai,5,2024-12-26,14.0,Delhi,RET-7,Bangalore,DIS-10,Chennai,MAN-5,Lucknow,RMS-5,0,0,0.0,2024-10-08,78190,0.0,0.0,591,5,0,0.0,78190,591,RMS-5,MAN-5,DIS-10,RET-7
M-1009,O-26172,Cefixime,Antibiotic for respiratory and UTI infections.,B-1672,2020-04-04,93140,Dis,Mumbai,13,2022-08-28,-837.0,Bangalore,RET-2,Mumbai,DIS-2,Lucknow,MAN-10,Pune,RMS-7,30072,Optimal,0.0,2020-11-23,63068,-35.92831541218638,0.0,233,13,20072,0.0,63068,233,RMS-7,MAN-10,DIS-2,RET-2
M-1013,O-28392,Montelukast,Prevents asthma & seasonal allergies.,B-3189,2021-04-18,18672,Ret,Pune,17,2023-08-25,-475.0,Pune,RET-4,Ahmedabad,DIS-7,Hyderabad,MAN-6,Delhi,RMS-9,0,0,3080.0,2023-01-19,18672,-0.0,0.1649528706083976,641,17,0,-2879.6103896103896,18672,641,RMS-9,MAN-6,DIS-7,RET-4
M-1001,O-54855,Amoxicillin,Antibiotic for bacterial infections.,B-8380,2024-04-07,3860,Ret,Hyderabad,11,2026-12-15,733.0,Hyderabad,RET-3,Jaipur,DIS-5,Mumbai,MAN-8,Chennai,RMS-1,0,0,7300.0,2024-07-01,3860,0.0,1.8911917098445596,85,11,0,387.586301369863,3860,85,RMS-1,MAN-8,DIS-5,RET-3
M-1006,O-82376,Omeprazole,Treats GERD and other stomach issues.,B-7073,2024-10-24,45160,Man,Bangalore,7,2027-08-01,962.0,Lucknow,RET-5,Ahmedabad,DIS-7,Bangalore,MAN-1,Ahmedabad,RMS-8,0,0,0.0,2024-12-08,45160,0.0,0.0,45,7,0,0.0,45160,45,RMS-8,MAN-1,DIS-7,RET-5
M-1007,O-78087,Cetirizine,Antihistamine for allergy symptoms.,B-9986,2024-07-28,55060,Dis,Chennai,22,2026-12-10,728.0,Kolkata,RET-6,Chennai,DIS-9,Delhi,MAN-2,Lucknow,RMS-5,45288,Optimal,0.0,2024-09-10,9772,62.20879120879121,0.0,44,22,35288,0.0,9772,44,RMS-5,MAN-2,DIS-9,RET-6
M-1004,O-97936,Azithromycin,Antibiotic for bacterial infections.,B-1659,2023-07-11,51320,RMS,Pune,520,2025-10-08,0.0,Mumbai,RET-9,Jaipur,DIS-5,Bangalore,MAN-1,Pune,RMS-7,0,0,0.0,2024-07-26,51320,0.0,0.0,381,520,0,0.0,51320,381,RMS-7,MAN-1,DIS-5,RET-9
M-1009,O-40284,Cefixime,Antibiotic for respiratory and UTI infections.,B-6425,2024-08-27,13040,Ret,Chennai,7,2027-05-17,886.0,Chennai,RET-8,Ahmedabad,DIS-7,Bangalore,MAN-1,Bangalore,RMS-3,0,0,8110.0,2024-11-19,13040,0.0,0.6219325153374233,84,7,0,1424.5918618988903,13040,84,RMS-3,MAN-1,DIS-7,RET-8
M-1008,O-78910,Dolo 650,Brand of paracetamol for pain & fever.,B-4438,2022-12-07,15750,Man,Bangalore,30,2023-11-08,-400.0,Mumbai,RET-9,Jaipur,DIS-5,Bangalore,MAN-1,Mumbai,RMS-6,0,0,0.0,2023-11-06,15750,-0.0,0.0,334,30,0,0.0,15750,334,RMS-6,MAN-1,DIS-5,RET-9
M-1011,O-93052,Pantoprazole,Treats stomach & esophagus problems.,B-3733,2021-04-23,30200,RMS,Kolkata,1329,2022-09-26,0.0,Ahmedabad,RET-1,Bangalore,DIS-10,Mumbai,MAN-8,Kolkata,RMS-10,0,0,0.0,2024-08-18,30200,0.0,0.0,1213,1329,0,0.0,30200,1213,RMS-10,MAN-8,DIS-10,RET-1
M-1009,O-98129,Cefixime,Antibiotic for respiratory and UTI infections.,B-4845,2023-08-03,4820,Ret,Pune,25,2024-12-03,-9.0,Pune,RET-4,Delhi,DIS-4,Ahmedabad,MAN-7,Mumbai,RMS-6,0,0,4290.0,2024-11-02,4820,-0.0,0.8900414937759336,457,25,0,-10.111888111888112,4820,457,RMS-6,MAN-7,DIS-4,RET-4
M-1002,O-87333,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6028,2023-09-19,53200,Ret,Hyderabad,9,2024-04-09,-247.0,Hyderabad,RET-3,Ahmedabad,DIS-7,Hyderabad,MAN-6,Pune,RMS-7,0,0,8480.0,2024-03-31,53200,-0.0,0.1593984962406015,194,9,0,-1549.5754716981132,53200,194,RMS-7,MAN-6,DIS-7,RET-3
M-1011,O-80614,Pantoprazole,Treats stomach & esophagus problems.,B-9603,2020-05-16,24990,Dis,Hyderabad,30,2022-02-19,-1027.0,Mumbai,RET-9,Hyderabad,DIS-8,Jaipur,MAN-4,Lucknow,RMS-5,20107,Understock,0.0,2022-11-11,4883,-19.57838364167478,0.0,909,30,10107,0.0,4883,909,RMS-5,MAN-4,DIS-8,RET-9
M-1004,O-37320,Azithromycin,Antibiotic for bacterial infections.,B-2435,2021-12-30,51760,RMS,Hyderabad,1078,2023-11-08,0.0,Bangalore,RET-2,Hyderabad,DIS-8,Jaipur,MAN-4,Hyderabad,RMS-4,0,0,0.0,2023-03-12,51760,0.0,0.0,437,1078,0,0.0,51760,437,RMS-4,MAN-4,DIS-8,RET-2
M-1013,O-68845,Montelukast,Prevents asthma & seasonal allergies.,B-5753,2023-09-27,42530,Man,Hyderabad,15,2024-09-23,-80.0,Kolkata,RET-6,Kolkata,DIS-1,Hyderabad,MAN-6,Delhi,RMS-9,0,0,0.0,2024-08-11,42530,-0.0,0.0,319,15,0,0.0,42530,319,RMS-9,MAN-6,DIS-1,RET-6
M-1002,O-66965,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5278,2023-03-02,34738,Ret,Jaipur,14,2024-04-30,-226.0,Jaipur,RET-10,Ahmedabad,DIS-7,Chennai,MAN-5,Mumbai,RMS-6,0,0,7470.0,2024-10-19,34738,-0.0,0.2150382866025678,597,14,0,-1050.9756358768407,34738,597,RMS-6,MAN-5,DIS-7,RET-10
M-1012,O-26238,Levofloxacin,Antibiotic for bacterial infections.,B-8973,2020-08-04,68640,Ret,Chennai,22,2021-09-10,-1189.0,Chennai,RET-8,Jaipur,DIS-5,Hyderabad,MAN-6,Delhi,RMS-9,0,0,2230.0,2024-05-15,68640,-0.0,0.03248834498834499,1380,22,0,-36597.7399103139,68640,1380,RMS-9,MAN-6,DIS-5,RET-8
M-1007,O-40475,Cetirizine,Antihistamine for allergy symptoms.,B-8117,2022-09-24,19740,Man,Ahmedabad,8,2025-01-23,42.0,Hyderabad,RET-3,Lucknow,DIS-3,Ahmedabad,MAN-7,Ahmedabad,RMS-8,0,0,0.0,2023-01-04,19740,0.0,0.0,102,8,0,0.0,19740,102,RMS-8,MAN-7,DIS-3,RET-3
M-1012,O-11004,Levofloxacin,Antibiotic for bacterial infections.,B-1427,2020-04-17,87440,Ret,Hyderabad,8,2022-12-06,-737.0,Hyderabad,RET-3,Kolkata,DIS-1,Delhi,MAN-2,Mumbai,RMS-6,0,0,4010.0,2023-12-21,87440,-0.0,0.04586001829826167,1343,8,0,-16070.643391521196,87440,1343,RMS-6,MAN-2,DIS-1,RET-3
M-1001,O-10764,Amoxicillin,Antibiotic for bacterial infections.,B-8191,2023-05-25,60200,RMS,Ahmedabad,567,2024-12-04,0.0,Bangalore,RET-2,Ahmedabad,DIS-7,Pune,MAN-3,Ahmedabad,RMS-8,0,0,0.0,2023-07-02,60200,0.0,0.0,38,567,0,0.0,60200,38,RMS-8,MAN-3,DIS-7,RET-2
M-1001,O-97973,Amoxicillin,Antibiotic for bacterial infections.,B-1087,2022-08-09,84660,Dis,Bangalore,9,2023-02-23,-658.0,Ahmedabad,RET-1,Bangalore,DIS-10,Pune,MAN-3,Bangalore,RMS-3,4187,Understock,0.0,2023-02-19,80473,-6.36322188449848,0.0,194,9,0,0.0,80473,194,RMS-3,MAN-3,DIS-10,RET-1
M-1010,O-74037,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7516,2022-05-31,20050,Man,Hyderabad,15,2024-08-19,-115.0,Kolkata,RET-6,Delhi,DIS-4,Hyderabad,MAN-6,Pune,RMS-7,0,0,0.0,2024-04-17,20050,-0.0,0.0,687,15,0,0.0,20050,687,RMS-7,MAN-6,DIS-4,RET-6
M-1010,O-26499,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3510,2020-03-29,10930,Dis,Pune,20,2023-03-03,-650.0,Mumbai,RET-9,Pune,DIS-6,Bangalore,MAN-1,Lucknow,RMS-5,10111,Understock,0.0,2023-05-22,819,-15.555384615384616,0.0,1149,20,111,0.0,819,1149,RMS-5,MAN-1,DIS-6,RET-9
M-1003,O-81553,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1604,2021-08-21,26370,Man,Mumbai,29,2023-06-01,-560.0,Ahmedabad,RET-1,Hyderabad,DIS-8,Mumbai,MAN-8,Bangalore,RMS-3,0,0,0.0,2021-11-29,26370,-0.0,0.0,100,29,0,0.0,26370,100,RMS-3,MAN-8,DIS-8,RET-1
M-1004,O-76618,Azithromycin,Antibiotic for bacterial infections.,B-4749,2021-12-21,52680,Man,Mumbai,11,2024-08-04,-130.0,Delhi,RET-7,Chennai,DIS-9,Mumbai,MAN-8,Delhi,RMS-9,0,0,0.0,2022-06-10,52680,-0.0,0.0,171,11,0,0.0,52680,171,RMS-9,MAN-8,DIS-9,RET-7
M-1000,O-98242,Paracetamol,Relieves fever & mild to moderate pain.,B-7867,2020-02-04,111615,RMS,Lucknow,1773,2022-04-27,0.0,Pune,RET-4,Kolkata,DIS-1,Ahmedabad,MAN-7,Lucknow,RMS-5,0,0,0.0,2021-11-15,111615,0.0,0.0,650,1773,0,0.0,111615,650,RMS-5,MAN-7,DIS-1,RET-4
M-1008,O-33734,Dolo 650,Brand of paracetamol for pain & fever.,B-6267,2020-09-06,12690,RMS,Bangalore,1558,2021-12-02,0.0,Chennai,RET-8,Ahmedabad,DIS-7,Bangalore,MAN-1,Bangalore,RMS-3,0,0,0.0,2024-05-29,12690,0.0,0.0,1361,1558,0,0.0,12690,1361,RMS-3,MAN-1,DIS-7,RET-8
M-1004,O-16466,Azithromycin,Antibiotic for bacterial infections.,B-1739,2019-12-17,91060,Ret,Kolkata,9,2022-04-11,-976.0,Kolkata,RET-6,Pune,DIS-6,Hyderabad,MAN-6,Kolkata,RMS-10,0,0,8450.0,2021-09-05,91060,-0.0,0.09279595870854382,628,9,0,-10517.699408284025,91060,628,RMS-10,MAN-6,DIS-6,RET-6
M-1003,O-63468,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6074,2024-01-30,14770,Man,Kolkata,12,2025-10-28,320.0,Delhi,RET-7,Bangalore,DIS-10,Kolkata,MAN-9,Hyderabad,RMS-4,0,0,0.0,2024-06-09,14770,0.0,0.0,131,12,0,0.0,14770,131,RMS-4,MAN-9,DIS-10,RET-7
M-1013,O-34773,Montelukast,Prevents asthma & seasonal allergies.,B-5645,2023-12-03,6410,Dis,Ahmedabad,20,2024-12-18,6.0,Chennai,RET-8,Ahmedabad,DIS-7,Pune,MAN-3,Delhi,RMS-9,38878,Understock,0.0,2024-11-17,-32468,6479.666666666667,0.0,350,20,28878,0.0,32468,350,RMS-9,MAN-3,DIS-7,RET-8
M-1007,O-63589,Cetirizine,Antihistamine for allergy symptoms.,B-7942,2021-03-22,59900,RMS,Kolkata,1361,2021-12-19,0.0,Bangalore,RET-2,Chennai,DIS-9,Mumbai,MAN-8,Kolkata,RMS-10,0,0,0.0,2023-05-28,59900,0.0,0.0,797,1361,0,0.0,59900,797,RMS-10,MAN-8,DIS-9,RET-2
M-1008,O-47647,Dolo 650,Brand of paracetamol for pain & fever.,B-5416,2023-04-08,85630,Dis,Kolkata,23,2025-06-29,199.0,Bangalore,RET-2,Kolkata,DIS-1,Ahmedabad,MAN-7,Kolkata,RMS-10,47061,Optimal,0.0,2023-06-10,38569,236.48743718592965,0.0,63,23,37061,0.0,38569,63,RMS-10,MAN-7,DIS-1,RET-2
M-1001,O-70059,Amoxicillin,Antibiotic for bacterial infections.,B-8194,2024-01-05,61490,RMS,Mumbai,342,2026-08-31,0.0,Chennai,RET-8,Bangalore,DIS-10,Pune,MAN-3,Mumbai,RMS-6,0,0,0.0,2024-06-30,61490,0.0,0.0,177,342,0,0.0,61490,177,RMS-6,MAN-3,DIS-10,RET-8
M-1006,O-52205,Omeprazole,Treats GERD and other stomach issues.,B-7287,2021-01-22,48330,RMS,Pune,1420,2021-11-29,0.0,Hyderabad,RET-3,Hyderabad,DIS-8,Ahmedabad,MAN-7,Pune,RMS-7,0,0,0.0,2023-12-22,48330,0.0,0.0,1064,1420,0,0.0,48330,1064,RMS-7,MAN-7,DIS-8,RET-3
M-1006,O-26693,Omeprazole,Treats GERD and other stomach issues.,B-1458,2021-10-05,46470,RMS,Chennai,1164,2022-08-06,0.0,Mumbai,RET-9,Hyderabad,DIS-8,Jaipur,MAN-4,Chennai,RMS-1,0,0,0.0,2021-11-11,46470,0.0,0.0,37,1164,0,0.0,46470,37,RMS-1,MAN-4,DIS-8,RET-9
M-1008,O-81303,Dolo 650,Brand of paracetamol for pain & fever.,B-2379,2020-11-21,23770,Dis,Pune,21,2022-09-28,-806.0,Delhi,RET-7,Pune,DIS-6,Hyderabad,MAN-6,Delhi,RMS-9,11164,Understock,0.0,2021-09-02,12606,-13.851116625310175,0.0,285,21,1164,0.0,12606,285,RMS-9,MAN-6,DIS-6,RET-7
M-1000,O-93954,Paracetamol,Relieves fever & mild to moderate pain.,B-6117,2023-11-06,99560,Dis,Mumbai,27,2025-08-07,238.0,Mumbai,RET-9,Mumbai,DIS-2,Chennai,MAN-5,Kolkata,RMS-10,49118,Optimal,0.0,2024-09-04,50442,206.3781512605042,0.0,303,27,39118,0.0,50442,303,RMS-10,MAN-5,DIS-2,RET-9
M-1011,O-94296,Pantoprazole,Treats stomach & esophagus problems.,B-2151,2023-12-19,71970,Man,Lucknow,18,2025-04-07,116.0,Bangalore,RET-2,Delhi,DIS-4,Lucknow,MAN-10,Delhi,RMS-9,0,0,0.0,2024-06-03,71970,0.0,0.0,167,18,0,0.0,71970,167,RMS-9,MAN-10,DIS-4,RET-2
M-1010,O-37748,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2054,2020-09-18,15100,Man,Delhi,7,2021-12-02,-1106.0,Pune,RET-4,Bangalore,DIS-10,Delhi,MAN-2,Lucknow,RMS-5,0,0,0.0,2020-12-12,15100,-0.0,0.0,85,7,0,0.0,15100,85,RMS-5,MAN-2,DIS-10,RET-4
