Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Lead Time,Predicted Expiry Waste,Anomaly Score,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1014,O-60188,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6260,2020-04-02,24370,Man,Mumbai,30,2021-06-11,-1279.0,Hyderabad,RET-9,Jaipur,DIS-8,Mumbai,MAN-3,Lucknow,RMS-10,0,0,0.0,2020-10-11,24370,-0.0,0.0,192,30,0,0.0,-31169230.0,24370,RMS-10,MAN-3,DIS-8,RET-9
M-1002,O-19760,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1739,2023-07-25,64640,Ret,Bangalore,16,2024-09-05,-97.0,Bangalore,RET-3,Hyderabad,DIS-1,Bangalore,MAN-9,Lucknow,RMS-10,0,0,3000.0,2024-11-06,64640,-0.0,0.04641089108910891,470,16,0,0.0,-2090.0266666666666,64640,RMS-10,MAN-9,DIS-1,RET-3
M-1000,O-59265,Paracetamol,Relieves fever & mild to moderate pain.,B-2470,2024-11-24,75760,RMS,Chennai,17,2027-04-02,0.0,Hyderabad,RET-9,Jaipur,DIS-8,Ahmedabad,MAN-8,Chennai,RMS-3,0,0,0.0,2024-12-06,75760,0.0,0.0,12,17,0,0.0,0.0,75760,RMS-3,MAN-8,DIS-8,RET-9
M-1001,O-66949,Amoxicillin,Antibiotic for bacterial infections.,B-4784,2020-03-21,41000,RMS,Hyderabad,1726,2022-02-01,0.0,Ahmedabad,RET-6,Ahmedabad,DIS-3,Pune,MAN-10,Hyderabad,RMS-1,0,0,0.0,2022-06-11,41000,0.0,0.0,812,1726,0,0.0,0.0,41000,RMS-1,MAN-10,DIS-3,RET-6
M-1003,O-51507,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8886,2021-09-14,68490,RMS,Lucknow,1184,2024-01-27,0.0,Jaipur,RET-1,Mumbai,DIS-2,Hyderabad,MAN-1,Lucknow,RMS-10,0,0,0.0,2024-02-24,68490,0.0,0.0,893,1184,0,0.0,0.0,68490,RMS-10,MAN-1,DIS-2,RET-1
M-1010,O-70057,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5160,2024-02-17,54910,Dis,Delhi,18,2025-07-16,217.0,Pune,RET-4,Delhi,DIS-6,Chennai,MAN-7,Kolkata,RMS-6,11238,Understock,0.0,2024-09-30,43672,51.78801843317972,0.0,226,18,1238,0.0,11915470.0,43672,RMS-6,MAN-7,DIS-6,RET-4
M-1012,O-93093,Levofloxacin,Antibiotic for bacterial infections.,B-9631,2024-05-13,87810,RMS,Mumbai,212,2026-05-13,0.0,Bangalore,RET-3,Kolkata,DIS-9,Chennai,MAN-7,Mumbai,RMS-4,0,0,0.0,2024-09-11,87810,0.0,0.0,121,212,0,0.0,0.0,87810,RMS-4,MAN-7,DIS-9,RET-3
M-1009,O-78605,Cefixime,Antibiotic for respiratory and UTI infections.,B-3334,2020-09-21,18380,Man,Lucknow,16,2021-12-08,-1099.0,Pune,RET-4,Delhi,DIS-6,Lucknow,MAN-4,Bangalore,RMS-2,0,0,0.0,2021-09-24,18380,-0.0,0.0,368,16,0,0.0,-20199620.0,18380,RMS-2,MAN-4,DIS-6,RET-4
M-1004,O-86026,Azithromycin,Antibiotic for bacterial infections.,B-1987,2023-10-09,21700,RMS,Hyderabad,429,2025-05-03,0.0,Mumbai,RET-8,Ahmedabad,DIS-3,Ahmedabad,MAN-8,Hyderabad,RMS-1,0,0,0.0,2024-08-05,21700,0.0,0.0,301,429,0,0.0,0.0,21700,RMS-1,MAN-8,DIS-3,RET-8
M-1008,O-13545,Dolo 650,Brand of paracetamol for pain & fever.,B-7164,2023-07-31,96840,RMS,Lucknow,499,2024-10-31,0.0,Lucknow,RET-10,Lucknow,DIS-4,Kolkata,MAN-5,Lucknow,RMS-10,0,0,0.0,2024-01-29,96840,0.0,0.0,182,499,0,0.0,0.0,96840,RMS-10,MAN-5,DIS-4,RET-10
M-1007,O-11964,Cetirizine,Antihistamine for allergy symptoms.,B-3282,2021-04-25,21400,Dis,Hyderabad,17,2024-03-28,-258.0,Mumbai,RET-8,Hyderabad,DIS-1,Ahmedabad,MAN-8,Lucknow,RMS-10,49042,Understock,0.0,2021-12-15,-27642,-190.08527131782947,0.0,234,17,39042,0.0,-5521200.0,27642,RMS-10,MAN-8,DIS-1,RET-8
M-1001,O-76238,Amoxicillin,Antibiotic for bacterial infections.,B-7547,2024-08-05,60820,RMS,Pune,128,2025-02-26,0.0,Delhi,RET-5,Kolkata,DIS-9,Chennai,MAN-7,Pune,RMS-5,0,0,0.0,2024-10-22,60820,0.0,0.0,78,128,0,0.0,0.0,60820,RMS-5,MAN-7,DIS-9,RET-5
M-1006,O-45021,Omeprazole,Treats GERD and other stomach issues.,B-5179,2024-09-20,12950,Man,Ahmedabad,5,2027-06-24,925.0,Chennai,RET-2,Delhi,DIS-6,Ahmedabad,MAN-8,Hyderabad,RMS-1,0,0,0.0,2024-10-31,12950,0.0,0.0,41,5,0,0.0,11978750.0,12950,RMS-1,MAN-8,DIS-6,RET-2
M-1010,O-62805,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2631,2023-02-18,81170,Ret,Chennai,17,2026-02-10,426.0,Chennai,RET-2,Chennai,DIS-10,Pune,MAN-10,Mumbai,RMS-4,0,0,1710.0,2024-03-10,81170,0.0,0.021066896636688433,386,17,0,0.0,20221.298245614034,81170,RMS-4,MAN-10,DIS-10,RET-2
M-1009,O-74611,Cefixime,Antibiotic for respiratory and UTI infections.,B-5799,2024-10-25,51630,Dis,Jaipur,4,2027-05-28,898.0,Kolkata,RET-7,Jaipur,DIS-8,Chennai,MAN-7,Bangalore,RMS-2,49490,Optimal,0.0,2024-12-05,2140,55.11135857461024,0.0,41,4,39490,0.0,46363740.0,2140,RMS-2,MAN-7,DIS-8,RET-7
M-1014,O-94368,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6510,2021-06-03,56580,Dis,Jaipur,29,2023-10-13,-425.0,Bangalore,RET-3,Jaipur,DIS-8,Mumbai,MAN-3,Lucknow,RMS-10,8837,Understock,0.0,2024-08-05,47743,-20.79294117647059,0.0,1159,29,0,0.0,-24046500.0,47743,RMS-10,MAN-3,DIS-8,RET-3
M-1012,O-54625,Levofloxacin,Antibiotic for bacterial infections.,B-3845,2020-02-04,31890,RMS,Jaipur,1772,2023-01-26,0.0,Delhi,RET-5,Lucknow,DIS-4,Jaipur,MAN-2,Jaipur,RMS-7,0,0,0.0,2024-02-09,31890,0.0,0.0,1466,1772,0,0.0,0.0,31890,RMS-7,MAN-2,DIS-4,RET-5
M-1008,O-31444,Dolo 650,Brand of paracetamol for pain & fever.,B-6490,2020-08-07,10530,Man,Kolkata,23,2021-06-27,-1263.0,Pune,RET-4,Jaipur,DIS-8,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2020-10-31,10530,-0.0,0.0,85,23,0,0.0,-13299390.0,10530,RMS-4,MAN-5,DIS-8,RET-4
M-1013,O-86240,Montelukast,Prevents asthma & seasonal allergies.,B-8771,2020-03-24,84990,Man,Pune,5,2020-11-27,-1475.0,Ahmedabad,RET-6,Chennai,DIS-10,Pune,MAN-10,Delhi,RMS-8,0,0,0.0,2024-09-28,84990,-0.0,0.0,1649,5,0,0.0,-125360250.0,84990,RMS-8,MAN-10,DIS-10,RET-6
M-1000,O-24332,Paracetamol,Relieves fever & mild to moderate pain.,B-5543,2022-03-15,88400,Dis,Bangalore,24,2022-11-13,-759.0,Chennai,RET-2,Bangalore,DIS-7,Ahmedabad,MAN-8,Ahmedabad,RMS-9,1988,Understock,0.0,2022-12-27,86412,-2.619235836627141,0.0,287,24,0,0.0,-67095600.0,86412,RMS-9,MAN-8,DIS-7,RET-2
M-1013,O-59484,Montelukast,Prevents asthma & seasonal allergies.,B-8546,2021-03-08,93270,Dis,Delhi,8,2022-04-27,-959.0,Pune,RET-4,Delhi,DIS-6,Ahmedabad,MAN-8,Delhi,RMS-8,42817,Optimal,0.0,2021-06-15,50453,-44.64754953076121,0.0,99,8,32817,0.0,-89445930.0,50453,RMS-8,MAN-8,DIS-6,RET-4
M-1002,O-34075,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-4666,2021-03-06,9185,Ret,Chennai,3,2022-02-03,-1042.0,Chennai,RET-2,Mumbai,DIS-2,Kolkata,MAN-5,Mumbai,RMS-4,0,0,1190.0,2023-11-27,9185,-0.0,0.12955906369080022,996,3,0,0.0,-8042.663865546218,9185,RMS-4,MAN-5,DIS-2,RET-2
M-1011,O-58866,Pantoprazole,Treats stomach & esophagus problems.,B-8447,2024-09-12,40010,Dis,Hyderabad,13,2026-08-06,603.0,Hyderabad,RET-9,Hyderabad,DIS-1,Lucknow,MAN-4,Pune,RMS-5,32715,Understock,0.0,2024-11-27,7295,54.25373134328358,0.0,76,13,22715,0.0,24126030.0,7295,RMS-5,MAN-4,DIS-1,RET-9
M-1003,O-51133,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3809,2022-09-08,23160,Ret,Pune,4,2023-06-02,-558.0,Pune,RET-4,Ahmedabad,DIS-3,Delhi,MAN-6,Ahmedabad,RMS-9,0,0,3810.0,2022-10-07,23160,-0.0,0.1645077720207254,29,4,0,0.0,-3391.937007874016,23160,RMS-9,MAN-6,DIS-3,RET-4
M-1010,O-21785,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6166,2022-05-22,53340,Man,Pune,23,2023-08-20,-479.0,Lucknow,RET-10,Lucknow,DIS-4,Pune,MAN-10,Mumbai,RMS-4,0,0,0.0,2024-01-23,53340,-0.0,0.0,611,23,0,0.0,-25549860.0,53340,RMS-4,MAN-10,DIS-4,RET-10
M-1014,O-15817,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9793,2022-11-14,8390,RMS,Kolkata,758,2024-10-06,0.0,Mumbai,RET-8,Delhi,DIS-6,Jaipur,MAN-2,Kolkata,RMS-6,0,0,0.0,2023-04-23,8390,0.0,0.0,160,758,0,0.0,0.0,8390,RMS-6,MAN-2,DIS-6,RET-8
M-1003,O-64072,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9142,2024-09-01,83100,Ret,Ahmedabad,11,2027-01-15,765.0,Ahmedabad,RET-6,Jaipur,DIS-8,Pune,MAN-10,Delhi,RMS-8,0,0,6420.0,2024-11-05,83100,0.0,0.07725631768953069,65,11,0,0.0,9902.102803738318,83100,RMS-8,MAN-10,DIS-8,RET-6
M-1010,O-64009,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6067,2020-04-14,70290,Ret,Lucknow,11,2022-10-29,-774.0,Lucknow,RET-10,Bangalore,DIS-7,Bangalore,MAN-9,Lucknow,RMS-10,0,0,9990.0,2023-06-18,70290,-0.0,0.14212548015364918,1160,11,0,0.0,-5445.891891891892,70290,RMS-10,MAN-9,DIS-7,RET-10
M-1008,O-79462,Dolo 650,Brand of paracetamol for pain & fever.,B-8761,2021-10-31,21730,Man,Jaipur,20,2024-07-30,-134.0,Jaipur,RET-1,Chennai,DIS-10,Jaipur,MAN-2,Kolkata,RMS-6,0,0,0.0,2023-04-11,21730,-0.0,0.0,527,20,0,0.0,-2911820.0,21730,RMS-6,MAN-2,DIS-10,RET-1
M-1000,O-89755,Paracetamol,Relieves fever & mild to moderate pain.,B-9941,2023-09-21,48010,RMS,Pune,447,2025-06-23,0.0,Kolkata,RET-7,Kolkata,DIS-9,Jaipur,MAN-2,Pune,RMS-5,0,0,0.0,2024-06-16,48010,0.0,0.0,269,447,0,0.0,0.0,48010,RMS-5,MAN-2,DIS-9,RET-7
M-1002,O-41094,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8024,2021-11-11,33600,Ret,Bangalore,27,2024-06-06,-188.0,Bangalore,RET-3,Pune,DIS-5,Chennai,MAN-7,Mumbai,RMS-4,0,0,4480.0,2023-04-01,33600,-0.0,0.13333333333333333,506,27,0,0.0,-1410.0,33600,RMS-4,MAN-7,DIS-5,RET-3
M-1014,O-28249,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1558,2021-01-02,10270,RMS,Lucknow,1439,2023-07-11,0.0,Mumbai,RET-8,Hyderabad,DIS-1,Ahmedabad,MAN-8,Lucknow,RMS-10,0,0,0.0,2024-07-12,10270,0.0,0.0,1287,1439,0,0.0,0.0,10270,RMS-10,MAN-8,DIS-1,RET-8
M-1009,O-81759,Cefixime,Antibiotic for respiratory and UTI infections.,B-7575,2020-11-16,12280,Ret,Chennai,9,2022-05-04,-952.0,Chennai,RET-2,Chennai,DIS-10,Lucknow,MAN-4,Jaipur,RMS-7,0,0,4680.0,2022-01-13,12280,-0.0,0.3811074918566775,423,9,0,0.0,-2497.982905982906,12280,RMS-7,MAN-4,DIS-10,RET-2
M-1006,O-61201,Omeprazole,Treats GERD and other stomach issues.,B-1774,2022-08-28,89170,RMS,Bangalore,836,2023-03-14,0.0,Delhi,RET-5,Jaipur,DIS-8,Chennai,MAN-7,Bangalore,RMS-2,0,0,0.0,2023-04-15,89170,0.0,0.0,230,836,0,0.0,0.0,89170,RMS-2,MAN-7,DIS-8,RET-5
M-1013,O-72615,Montelukast,Prevents asthma & seasonal allergies.,B-6057,2020-11-09,88880,RMS,Lucknow,1493,2021-09-08,0.0,Bangalore,RET-3,Pune,DIS-5,Mumbai,MAN-3,Lucknow,RMS-10,0,0,0.0,2022-01-13,88880,0.0,0.0,430,1493,0,0.0,0.0,88880,RMS-10,MAN-3,DIS-5,RET-3
M-1014,O-38701,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5589,2022-04-19,27080,RMS,Pune,967,2023-11-24,0.0,Chennai,RET-2,Jaipur,DIS-8,Kolkata,MAN-5,Pune,RMS-5,0,0,0.0,2024-07-13,27080,0.0,0.0,816,967,0,0.0,0.0,27080,RMS-5,MAN-5,DIS-8,RET-2
M-1007,O-38393,Cetirizine,Antihistamine for allergy symptoms.,B-2904,2022-08-22,50870,Man,Delhi,15,2024-04-22,-233.0,Kolkata,RET-7,Kolkata,DIS-9,Delhi,MAN-6,Chennai,RMS-3,0,0,0.0,2024-09-09,50870,-0.0,0.0,749,15,0,0.0,-11852710.0,50870,RMS-3,MAN-6,DIS-9,RET-7
M-1004,O-88781,Azithromycin,Antibiotic for bacterial infections.,B-7279,2021-01-13,48550,Dis,Bangalore,22,2023-07-31,-499.0,Lucknow,RET-10,Bangalore,DIS-7,Pune,MAN-10,Chennai,RMS-3,46009,Understock,0.0,2022-04-23,2541,-92.20240480961924,0.0,465,22,36009,0.0,-24226450.0,2541,RMS-3,MAN-10,DIS-7,RET-10
M-1001,O-23210,Amoxicillin,Antibiotic for bacterial infections.,B-6300,2021-07-27,66480,Ret,Bangalore,15,2022-09-01,-832.0,Bangalore,RET-3,Pune,DIS-5,Chennai,MAN-7,Bangalore,RMS-2,0,0,8160.0,2024-04-23,66480,-0.0,0.12274368231046931,1001,15,0,0.0,-6778.35294117647,66480,RMS-2,MAN-7,DIS-5,RET-3
M-1002,O-35341,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5230,2022-10-05,31100,Ret,Jaipur,8,2023-08-10,-489.0,Jaipur,RET-1,Bangalore,DIS-7,Chennai,MAN-7,Bangalore,RMS-2,0,0,7670.0,2022-11-30,31100,-0.0,0.24662379421221864,56,8,0,0.0,-1982.7770534550195,31100,RMS-2,MAN-7,DIS-7,RET-1
M-1009,O-32360,Cefixime,Antibiotic for respiratory and UTI infections.,B-8694,2022-01-23,75490,RMS,Jaipur,1053,2025-01-20,0.0,Jaipur,RET-1,Mumbai,DIS-2,Chennai,MAN-7,Jaipur,RMS-7,0,0,0.0,2024-05-20,75490,0.0,0.0,848,1053,0,0.0,0.0,75490,RMS-7,MAN-7,DIS-2,RET-1
M-1000,O-40343,Paracetamol,Relieves fever & mild to moderate pain.,B-4780,2023-03-08,68910,Ret,Kolkata,13,2025-02-21,72.0,Kolkata,RET-7,Chennai,DIS-10,Kolkata,MAN-5,Jaipur,RMS-7,0,0,3140.0,2023-07-06,68910,0.0,0.04556668117834857,120,13,0,0.0,1580.1019108280254,68910,RMS-7,MAN-5,DIS-10,RET-7
M-1005,O-71437,Metformin,Controls blood sugar in type 2 diabetes.,B-7393,2021-12-11,85040,Ret,Pune,11,2022-11-04,-768.0,Pune,RET-4,Chennai,DIS-10,Hyderabad,MAN-1,Mumbai,RMS-4,0,0,6000.0,2024-11-11,85040,-0.0,0.07055503292568203,1066,11,0,0.0,-10885.12,85040,RMS-4,MAN-1,DIS-10,RET-4
M-1013,O-50947,Montelukast,Prevents asthma & seasonal allergies.,B-9161,2021-08-13,51560,Dis,Ahmedabad,10,2022-10-24,-779.0,Mumbai,RET-8,Ahmedabad,DIS-3,Jaipur,MAN-2,Kolkata,RMS-6,7686,Understock,0.0,2023-08-26,43874,-9.866495507060334,0.0,743,10,0,0.0,-40165240.0,43874,RMS-6,MAN-2,DIS-3,RET-8
M-1009,O-43613,Cefixime,Antibiotic for respiratory and UTI infections.,B-8268,2022-04-07,28250,Ret,Lucknow,4,2023-06-16,-544.0,Lucknow,RET-10,Ahmedabad,DIS-3,Ahmedabad,MAN-8,Jaipur,RMS-7,0,0,7470.0,2023-12-08,28250,-0.0,0.26442477876106196,610,4,0,0.0,-2057.2958500669342,28250,RMS-7,MAN-8,DIS-3,RET-10
M-1014,O-92985,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-8870,2024-07-27,2040,Dis,Jaipur,27,2026-06-06,542.0,Mumbai,RET-8,Jaipur,DIS-8,Pune,MAN-10,Chennai,RMS-3,48551,Understock,0.0,2024-10-06,-46511,89.57749077490774,0.0,71,27,38551,0.0,1105680.0,46511,RMS-3,MAN-10,DIS-8,RET-8
M-1012,O-79842,Levofloxacin,Antibiotic for bacterial infections.,B-8075,2020-02-08,95200,RMS,Bangalore,1768,2022-12-09,0.0,Pune,RET-4,Lucknow,DIS-4,Bangalore,MAN-9,Bangalore,RMS-2,0,0,0.0,2020-04-04,95200,0.0,0.0,56,1768,0,0.0,0.0,95200,RMS-2,MAN-9,DIS-4,RET-4
M-1012,O-12625,Levofloxacin,Antibiotic for bacterial infections.,B-5911,2021-11-26,52130,Man,Pune,7,2024-08-14,-119.0,Delhi,RET-5,Pune,DIS-5,Pune,MAN-10,Chennai,RMS-3,0,0,0.0,2023-06-21,52130,-0.0,0.0,572,7,0,0.0,-6203470.0,52130,RMS-3,MAN-10,DIS-5,RET-5
M-1013,O-76497,Montelukast,Prevents asthma & seasonal allergies.,B-9364,2020-04-02,23556,Dis,Hyderabad,16,2023-03-27,-625.0,Delhi,RET-5,Hyderabad,DIS-1,Pune,MAN-10,Chennai,RMS-3,34098,Understock,0.0,2022-09-28,-10542,-54.5568,0.0,909,16,24098,0.0,-14722500.0,10542,RMS-3,MAN-10,DIS-1,RET-5
M-1011,O-36416,Pantoprazole,Treats stomach & esophagus problems.,B-9671,2023-05-10,80020,Man,Kolkata,20,2025-06-12,183.0,Lucknow,RET-10,Chennai,DIS-10,Kolkata,MAN-5,Chennai,RMS-3,0,0,0.0,2023-08-02,80020,0.0,0.0,84,20,0,0.0,14643660.0,80020,RMS-3,MAN-5,DIS-10,RET-10
M-1005,O-41254,Metformin,Controls blood sugar in type 2 diabetes.,B-3396,2020-05-24,62430,RMS,Pune,1662,2021-10-03,0.0,Pune,RET-4,Mumbai,DIS-2,Jaipur,MAN-2,Pune,RMS-5,0,0,0.0,2023-02-11,62430,0.0,0.0,993,1662,0,0.0,0.0,62430,RMS-5,MAN-2,DIS-2,RET-4
M-1000,O-42646,Paracetamol,Relieves fever & mild to moderate pain.,B-6369,2023-01-31,105600,RMS,Chennai,680,2023-08-05,0.0,Delhi,RET-5,Kolkata,DIS-9,Kolkata,MAN-5,Chennai,RMS-3,0,0,0.0,2024-10-26,105600,0.0,0.0,634,680,0,0.0,0.0,105600,RMS-3,MAN-5,DIS-9,RET-5
M-1010,O-19946,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7632,2020-04-01,3140,RMS,Mumbai,1715,2022-08-31,0.0,Delhi,RET-5,Bangalore,DIS-7,Delhi,MAN-6,Mumbai,RMS-4,0,0,0.0,2020-12-20,3140,0.0,0.0,263,1715,0,0.0,0.0,3140,RMS-4,MAN-6,DIS-7,RET-5
M-1003,O-96423,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6817,2020-12-19,3610,Dis,Kolkata,13,2021-10-27,-1141.0,Jaipur,RET-1,Kolkata,DIS-9,Lucknow,MAN-4,Lucknow,RMS-10,16067,Understock,0.0,2023-02-02,-12457,-14.08150744960561,0.0,775,13,6067,0.0,-4119010.0,12457,RMS-10,MAN-4,DIS-9,RET-1
M-1012,O-45467,Levofloxacin,Antibiotic for bacterial infections.,B-5108,2020-12-17,130965,Ret,Hyderabad,5,2021-07-21,-1239.0,Hyderabad,RET-9,Bangalore,DIS-7,Delhi,MAN-6,Lucknow,RMS-10,0,0,3310.0,2021-03-05,130965,-0.0,0.02527392814874203,78,5,0,0.0,-49022.85045317221,130965,RMS-10,MAN-6,DIS-7,RET-9
M-1002,O-51574,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7265,2020-01-05,94270,Dis,Delhi,9,2021-05-25,-1296.0,Lucknow,RET-10,Delhi,DIS-6,Kolkata,MAN-5,Jaipur,RMS-7,11150,Optimal,0.0,2023-12-22,83120,-8.603395061728396,0.0,1447,9,1150,0.0,-122173920.0,83120,RMS-7,MAN-5,DIS-6,RET-10
M-1011,O-43927,Pantoprazole,Treats stomach & esophagus problems.,B-8921,2023-02-22,39160,Ret,Bangalore,5,2025-01-13,33.0,Bangalore,RET-3,Chennai,DIS-10,Hyderabad,MAN-1,Mumbai,RMS-4,0,0,4360.0,2024-04-24,39160,0.0,0.11133810010214505,427,5,0,0.0,296.39449541284404,39160,RMS-4,MAN-1,DIS-10,RET-3
M-1010,O-47755,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8192,2022-05-04,92250,RMS,Bangalore,952,2023-09-14,0.0,Kolkata,RET-7,Hyderabad,DIS-1,Pune,MAN-10,Bangalore,RMS-2,0,0,0.0,2023-04-19,92250,0.0,0.0,350,952,0,0.0,0.0,92250,RMS-2,MAN-10,DIS-1,RET-7
M-1009,O-52523,Cefixime,Antibiotic for respiratory and UTI infections.,B-4500,2021-05-11,43860,Man,Pune,20,2022-12-18,-724.0,Delhi,RET-5,Mumbai,DIS-2,Pune,MAN-10,Delhi,RMS-8,0,0,0.0,2022-06-12,43860,-0.0,0.0,397,20,0,0.0,-31754640.0,43860,RMS-8,MAN-10,DIS-2,RET-5
M-1008,O-24053,Dolo 650,Brand of paracetamol for pain & fever.,B-6004,2024-06-12,66950,Man,Mumbai,21,2025-07-23,224.0,Chennai,RET-2,Jaipur,DIS-8,Mumbai,MAN-3,Hyderabad,RMS-1,0,0,0.0,2024-11-07,66950,0.0,0.0,148,21,0,0.0,14996800.0,66950,RMS-1,MAN-3,DIS-8,RET-2
M-1004,O-77812,Azithromycin,Antibiotic for bacterial infections.,B-5168,2021-03-24,40260,Ret,Hyderabad,29,2023-03-12,-640.0,Hyderabad,RET-9,Chennai,DIS-10,Hyderabad,MAN-1,Hyderabad,RMS-1,0,0,9340.0,2024-01-02,40260,-0.0,0.23199205166418282,1014,29,0,0.0,-2758.7152034261244,40260,RMS-1,MAN-1,DIS-10,RET-9
M-1010,O-60867,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5630,2023-03-10,85470,RMS,Pune,642,2023-10-19,0.0,Jaipur,RET-1,Ahmedabad,DIS-3,Chennai,MAN-7,Pune,RMS-5,0,0,0.0,2023-08-01,85470,0.0,0.0,144,642,0,0.0,0.0,85470,RMS-5,MAN-7,DIS-3,RET-1
M-1009,O-96480,Cefixime,Antibiotic for respiratory and UTI infections.,B-2334,2020-11-26,32990,RMS,Delhi,1476,2021-08-12,0.0,Jaipur,RET-1,Pune,DIS-5,Pune,MAN-10,Delhi,RMS-8,0,0,0.0,2022-05-11,32990,0.0,0.0,531,1476,0,0.0,0.0,32990,RMS-8,MAN-10,DIS-5,RET-1
M-1003,O-58962,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1346,2020-01-06,97690,Ret,Jaipur,9,2022-03-22,-995.0,Jaipur,RET-1,Pune,DIS-5,Pune,MAN-10,Delhi,RMS-8,0,0,5750.0,2023-10-11,97690,-0.0,0.058859658102159894,1374,9,0,0.0,-16904.61739130435,97690,RMS-8,MAN-10,DIS-5,RET-1
M-1014,O-77991,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4087,2022-12-29,28010,Ret,Lucknow,27,2024-07-16,-148.0,Lucknow,RET-10,Ahmedabad,DIS-3,Pune,MAN-10,Mumbai,RMS-4,0,0,1130.0,2023-06-13,28010,-0.0,0.04034273473759371,166,27,0,0.0,-3668.566371681416,28010,RMS-4,MAN-10,DIS-3,RET-10
M-1014,O-78549,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2770,2020-02-11,76210,Man,Jaipur,13,2022-01-17,-1059.0,Lucknow,RET-10,Chennai,DIS-10,Jaipur,MAN-2,Kolkata,RMS-6,0,0,0.0,2021-05-13,76210,-0.0,0.0,457,13,0,0.0,-80706390.0,76210,RMS-6,MAN-2,DIS-10,RET-10
M-1003,O-38762,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2588,2023-10-06,48350,RMS,Bangalore,432,2025-09-15,0.0,Delhi,RET-5,Delhi,DIS-6,Kolkata,MAN-5,Bangalore,RMS-2,0,0,0.0,2023-10-23,48350,0.0,0.0,17,432,0,0.0,0.0,48350,RMS-2,MAN-5,DIS-6,RET-5
M-1006,O-15416,Omeprazole,Treats GERD and other stomach issues.,B-9516,2023-03-04,90500,Man,Delhi,20,2025-12-21,375.0,Chennai,RET-2,Ahmedabad,DIS-3,Delhi,MAN-6,Kolkata,RMS-6,0,0,0.0,2023-12-26,90500,0.0,0.0,297,20,0,0.0,33937500.0,90500,RMS-6,MAN-6,DIS-3,RET-2
M-1002,O-46611,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1922,2024-06-26,68230,Man,Delhi,29,2025-06-17,188.0,Hyderabad,RET-9,Chennai,DIS-10,Delhi,MAN-6,Pune,RMS-5,0,0,0.0,2024-08-12,68230,0.0,0.0,47,29,0,0.0,12827240.0,68230,RMS-5,MAN-6,DIS-10,RET-9
M-1006,O-31124,Omeprazole,Treats GERD and other stomach issues.,B-8999,2022-08-29,52250,Man,Chennai,16,2025-02-04,55.0,Bangalore,RET-3,Hyderabad,DIS-1,Chennai,MAN-7,Lucknow,RMS-10,0,0,0.0,2022-09-17,52250,0.0,0.0,19,16,0,0.0,2873750.0,52250,RMS-10,MAN-7,DIS-1,RET-3
M-1009,O-49932,Cefixime,Antibiotic for respiratory and UTI infections.,B-3098,2024-01-17,60580,Dis,Mumbai,4,2026-10-21,679.0,Pune,RET-4,Mumbai,DIS-2,Kolkata,MAN-5,Kolkata,RMS-6,30147,Understock,0.0,2024-06-27,30433,44.39911634756996,0.0,162,4,20147,0.0,41133820.0,30433,RMS-6,MAN-5,DIS-2,RET-4
